Source_file,Ref video,  Resolution, Color_encoding, Aggregate_vmaf, Subject_score, PSNR, SSIM, MS_SSIM
Soccer_SimpleThroughputBasedAdaptor_Trace_5, ---, 1920x1080, 420, 63.1936031149, 0.32166245468, 29.3833679776, 0.9600257344, 0.9523188032
Soccer_SimpleThroughputBasedAdaptor_Trace_6, ---, 1920x1080, 420, 20.2500755985, -1.25405164074, 23.8177254352, 0.8306292768, 0.8269801024
Soccer_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 48.3554810788, -0.523868955044, 27.3685842512, 0.9268423008, 0.9198488656
Soccer_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 45.4949874502, -0.564039150778, 27.0328318768, 0.9275458592, 0.9182587856
Soccer_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 34.8960688057, -0.887896735712, 25.712636296, 0.8945508912, 0.8863852928
Soccer_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 46.1328198208, -0.507544755559, 27.0900859344, 0.9181219904, 0.9102260384
Soccer_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 25.2113362867, -1.49285459257, 24.3570012992, 0.8465212912, 0.8430558128
Soccer_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 62.9922361071, 0.195712872792, 29.517313152, 0.9592405984, 0.9510213072
Soccer_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 21.6061291374, -1.49334170962, 23.987743168, 0.8357632464, 0.8318458864
Sparks_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 56.4151246436, 0.261522026943, 33.4876603258, 0.950559914081, 0.948024656325
Sparks_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 50.8517328919, 0.0337940747389, 32.8841749439, 0.935347664678, 0.93437274105
Sparks_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 44.377719976, -0.0251758763269, 31.9628011122, 0.926261335322, 0.925795212411
Sparks_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 51.8324400715, 0.166011873322, 33.0078700919, 0.942300782816, 0.940420200477
Sparks_HuangBufferBasedAdaptor_Trace_4, ---, 1920x1080, 420, 39.5210796369, -0.843845436766, 31.3511217399, 0.917932663484, 0.918414979714
Sparks_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 57.1518690694, 0.174814199801, 33.7955750143, 0.950433626492, 0.947948458234
Sparks_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 38.0150129212, -0.759620320845, 31.1812208747, 0.916943286396, 0.917441688544
Sparks_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 60.5248720544, 0.573408458101, 34.130712457, 0.955500647971, 0.952593945107
Sparks_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 53.91945995, 0.149810204797, 33.3196095406, 0.942981426014, 0.941147170644
Sparks_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 47.806530823, -0.00926266768452, 32.2960260442, 0.93442651074, 0.933223415274
Sparks_OracleVMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 57.9787460453, 0.520457497777, 33.9101905191, 0.951004610979, 0.948456676611
Sparks_OracleVMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 42.3485313354, -0.631345470015, 31.6730095286, 0.930653935561, 0.929519189737
Sparks_OracleVMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 68.3697007562, 0.888139555839, 35.7253452733, 0.966231800716, 0.962929819809
Sparks_OracleVMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 38.0150129212, -0.773622666061, 31.1812208747, 0.916943286396, 0.917441688544
Sparks_SimpleThroughputBasedAdaptor_Trace_0, ---, 1920x1080, 420, 60.4629776632, 0.622169339927, 34.3961744117, 0.952274698091, 0.949780505967
Sparks_SimpleThroughputBasedAdaptor_Trace_1, ---, 1920x1080, 420, 54.5956097444, 0.603704183437, 33.4989730632, 0.938200573986, 0.93701752506
Sparks_SimpleThroughputBasedAdaptor_Trace_2, ---, 1920x1080, 420, 45.331726198, 0.000541569217499, 32.1348314379, 0.926782926014, 0.926113935561
Sparks_SimpleThroughputBasedAdaptor_Trace_3, ---, 1920x1080, 420, 57.5796150783, 0.586165011599, 34.0617807327, 0.947106441527, 0.94506628043
Sparks_SimpleThroughputBasedAdaptor_Trace_4, ---, 1920x1080, 420, 40.8569891233, -0.598886164862, 31.5396088222, 0.919868531026, 0.920026484487
Sparks_SimpleThroughputBasedAdaptor_Trace_5, ---, 1920x1080, 420, 66.6442096522, 1.0454781423, 35.7635130943, 0.961050849642, 0.95791075895
Sparks_SimpleThroughputBasedAdaptor_Trace_6, ---, 1920x1080, 420, 38.9198769226, -0.830896923061, 31.2963140871, 0.918044294749, 0.918422145585
Sparks_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 58.3617791536, 0.556379045349, 33.90571171, 0.951600199284, 0.949180613365
Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 53.7346083174, 0.32515950479, 33.2296692446, 0.941019699284, 0.939431564439
Sparks_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 46.1243796054, -0.115331035659, 32.1045999296, 0.932044988067, 0.931062835322
Sparks_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 56.6212677512, 0.456796064041, 33.8561315024, 0.946193342482, 0.944197310263
Sparks_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 40.760106807, -0.78162673433, 31.4577089427, 0.92610800358, 0.925580725537
Sparks_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 67.8221792791, 0.964043170038, 35.5335266623, 0.965904797136, 0.96257372315
Sparks_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 38.0150129212, -0.739049536318, 31.1812208747, 0.916943286396, 0.917441688544
TearsOfSteelRobot_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 54.2228174742, -0.356306835739, 31.4477595926, 0.910066746914, 0.925130287037
TearsOfSteelRobot_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 51.2841167498, -0.427786128623, 30.7758133194, 0.904794665123, 0.920555612654
TearsOfSteelRobot_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 43.8329794183, -0.611117455153, 29.7945561497, 0.884299304012, 0.903386978395
TearsOfSteelRobot_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 48.0767687152, -0.402483277963, 30.522960841, 0.896769148148, 0.91415004784
TearsOfSteelRobot_HuangBufferBasedAdaptor_Trace_4, ---, 1920x1080, 420, 37.8668325918, -0.961812451626, 29.1063465278, 0.865176311728, 0.887993123457
TearsOfSteelRobot_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 59.9722025753, -0.111079855583, 32.1170383225, 0.92803587037, 0.939535546296
TearsOfSteelRobot_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 34.576358493, -1.2000251342, 28.6438663519, 0.858035118827, 0.882122837963
TearsOfSteelRobot_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 63.8952961668, 0.171871875886, 32.7379407407, 0.936807654321, 0.946829947531
TearsOfSteelRobot_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 57.1624310979, -0.142214861432, 31.7338781605, 0.925096259259, 0.937383395062
TearsOfSteelRobot_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 48.2049432296, -0.596841113426, 30.5187814938, 0.898214075617, 0.915639155864
TearsOfSteelRobot_OracleVMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 61.9141135332, -0.0853815647515, 32.5719206451, 0.929587066358, 0.940977515432
TearsOfSteelRobot_OracleVMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 44.1225299595, -1.06003857729, 29.8967995556, 0.87812270679, 0.898664166667
TearsOfSteelRobot_OracleVMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 73.5861110345, 0.418930630354, 34.1345152207, 0.953922962963, 0.960201927469
TearsOfSteelRobot_OracleVMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 36.7429274167, -1.24589381208, 28.967574284, 0.861983350309, 0.885649816358
TearsOfSteelRobot_SimpleThroughputBasedAdaptor_Trace_0, ---, 1920x1080, 420, 62.4532555467, 0.0237976321226, 32.6289881451, 0.927163123457, 0.939217470679
TearsOfSteelRobot_SimpleThroughputBasedAdaptor_Trace_1, ---, 1920x1080, 420, 55.3314148297, 0.0368597223965, 31.5023658086, 0.918446171296, 0.932199898148
TearsOfSteelRobot_SimpleThroughputBasedAdaptor_Trace_2, ---, 1920x1080, 420, 45.364789324, -0.651542980938, 30.0765970571, 0.889452802469, 0.908326350309
TearsOfSteelRobot_SimpleThroughputBasedAdaptor_Trace_3, ---, 1920x1080, 420, 59.8800242613, 0.0985874640022, 32.3759761821, 0.920349936728, 0.933768938272
TearsOfSteelRobot_SimpleThroughputBasedAdaptor_Trace_4, ---, 1920x1080, 420, 39.87309857, -1.07266019973, 29.3776188981, 0.869797114198, 0.891909791667
TearsOfSteelRobot_SimpleThroughputBasedAdaptor_Trace_5, ---, 1920x1080, 420, 72.8032186298, 0.88929775364, 34.0501890864, 0.95310387963, 0.959774719136
TearsOfSteelRobot_SimpleThroughputBasedAdaptor_Trace_6, ---, 1920x1080, 420, 36.7865658919, -1.13793229225, 28.9428250756, 0.863921189815, 0.887086697531
TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 62.1195816192, 0.176399643673, 32.5742877068, 0.926166347222, 0.938225266975
TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 55.4245517891, -0.323312688943, 31.4548235741, 0.919645058642, 0.932467384259
TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 47.4459481534, -0.602114372555, 30.3567002207, 0.893860006173, 0.911866996914
TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 59.8992163019, -0.224679583256, 32.4102616096, 0.918100537037, 0.931686638889
TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 43.1435462423, -0.996459221915, 29.8143519552, 0.87611075, 0.897077766975
TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 72.1654048723, 0.370701638281, 33.9748069475, 0.952691726852, 0.959376057099
TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 36.8487599948, -1.16472483428, 28.9438932608, 0.86240966358, 0.885785962963
TearsOfSteelStatic_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 68.9752682508, 0.246705906594, 34.5839935368, 0.956941112676, 0.962219804382
TearsOfSteelStatic_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 67.4661447033, 0.349337804441, 34.2810413396, 0.955708920188, 0.961388020344
TearsOfSteelStatic_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 59.910716174, -0.0534064226621, 33.0042477997, 0.942926909233, 0.950871302034
TearsOfSteelStatic_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 66.5666353809, 0.328193149133, 34.2304423584, 0.954304971831, 0.960301244131
TearsOfSteelStatic_HuangBufferBasedAdaptor_Trace_4, ---, 1920x1080, 420, 48.1975586736, -0.482859609079, 31.6615205383, 0.914602773083, 0.927567668232
TearsOfSteelStatic_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 73.5780436942, 0.572278310403, 35.4126338263, 0.964170690141, 0.96864487011
TearsOfSteelStatic_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 47.3702094216, -0.381924789015, 31.4763798279, 0.915386956182, 0.928407026604
TearsOfSteelStatic_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 79.6169583746, 0.655120779326, 36.2569738122, 0.97228185133, 0.974534330203
TearsOfSteelStatic_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 74.1202128339, 0.48579792616, 35.1523168826, 0.964518128326, 0.968166303599
TearsOfSteelStatic_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 66.2291458845, 0.0943247277764, 33.9128177809, 0.952012832551, 0.957855017214
TearsOfSteelStatic_OracleVMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 76.0379075577, 0.437539354686, 35.7839544131, 0.964663098592, 0.967962348983
TearsOfSteelStatic_OracleVMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 54.7955571477, -0.36002549156, 32.5001144695, 0.929992312989, 0.939835107981
TearsOfSteelStatic_OracleVMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 85.4764284227, 0.831016906654, 37.8773922504, 0.979794095462, 0.980999794992
TearsOfSteelStatic_OracleVMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 53.2482944248, -0.455043666534, 32.2340292222, 0.926099546166, 0.936785613459
TearsOfSteelStatic_SimpleThroughputBasedAdaptor_Trace_0, ---, 1920x1080, 420, 76.9913681182, 0.440261156786, 35.8974045008, 0.96689213928, 0.96946986072
TearsOfSteelStatic_SimpleThroughputBasedAdaptor_Trace_1, ---, 1920x1080, 420, 73.872331624, 0.524536026916, 35.0780520376, 0.963104464789, 0.966739150235
TearsOfSteelStatic_SimpleThroughputBasedAdaptor_Trace_2, ---, 1920x1080, 420, 64.9462428017, 0.00818796738133, 33.6473732097, 0.949469934272, 0.955514917058
TearsOfSteelStatic_SimpleThroughputBasedAdaptor_Trace_3, ---, 1920x1080, 420, 73.5281413262, 0.492739822852, 35.2080181268, 0.962907841941, 0.966359338028
TearsOfSteelStatic_SimpleThroughputBasedAdaptor_Trace_4, ---, 1920x1080, 420, 54.2836496903, -0.662745243988, 32.3039894632, 0.925759549296, 0.936428061033
TearsOfSteelStatic_SimpleThroughputBasedAdaptor_Trace_5, ---, 1920x1080, 420, 81.5972195908, 0.996699078522, 36.811819964, 0.974918527387, 0.976726627543
TearsOfSteelStatic_SimpleThroughputBasedAdaptor_Trace_6, ---, 1920x1080, 420, 52.7476931092, -0.508741789505, 32.1104099218, 0.923528810642, 0.934491749609
TearsOfSteelStatic_VMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 76.9449112796, 0.742089852985, 36.0076616354, 0.965105446009, 0.968051798122
TearsOfSteelStatic_VMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 73.7790358851, 0.501787956779, 35.0539513208, 0.964600198748, 0.96843429108
TearsOfSteelStatic_VMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 66.0033796642, 0.0413269435426, 33.8997776604, 0.952482023474, 0.958434793427
TearsOfSteelStatic_VMAFViterbiQualityBasedAdaptor_Trace_3, ---, 1920x1080, 420, 74.714857933, 0.248463688978, 35.5810533787, 0.962263333333, 0.966087701095
TearsOfSteelStatic_VMAFViterbiQualityBasedAdaptor_Trace_4, ---, 1920x1080, 420, 55.2453262437, -0.737556589864, 32.5952800219, 0.927901004695, 0.938173115806
TearsOfSteelStatic_VMAFViterbiQualityBasedAdaptor_Trace_5, ---, 1920x1080, 420, 83.758334939, 0.956830332122, 37.4714048623, 0.977901730829, 0.97963057903
TearsOfSteelStatic_VMAFViterbiQualityBasedAdaptor_Trace_6, ---, 1920x1080, 420, 52.1719468241, -0.344819802952, 32.1668136995, 0.923919726135, 0.934945100156
