Part,video name,SUBJECTS' RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,,MOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src10_hrc15.avi               ,1,1,2,1,1,1,1,2,2,3,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,,1.62962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src10_hrc16.avi               ,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,,1.185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src10_hrc17.avi               ,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,3,2,4,4,3,2,2,3,2,3,3,2,,2.481481481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src10_hrc18.avi               ,2,1,1,2,1,1,2,1,2,3,2,2,2,1,2,2,1,2,4,2,2,1,2,2,2,2,2,,1.814814815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src10_hrc19.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,1.037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src10_hrc20.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src10_hrc21.avi               ,4,4,5,4,5,3,4,5,4,5,4,4,4,4,3,4,4,5,3,4,5,4,4,4,4,4,4,,4.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src10_hrc22.avi               ,2,2,3,3,4,1,2,4,3,5,3,3,3,2,2,3,2,3,4,3,4,3,4,2,4,4,4,,3.037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src10_hrc22.avi               ,2,2,3,4,3,2,2,4,3,5,3,4,3,4,2,4,2,3,3,3,3,2,3,4,4,2,3,,3.037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src10_hrc23.avi               ,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,4,2,1,1,2,1,2,2,3,,1.62962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src10_hrc23.avi               ,1,3,1,2,1,2,1,2,2,3,1,2,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,,1.62962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src10_hrc24.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,1.037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src10_hrc28.avi               ,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,1.074074074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src10_hrc29.avi               ,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,2,1,,1.296296296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc00.avi               ,5,5,4,5,5,5,5,5,4,5,5,5,4,5,3,4,5,5,5,5,5,4,5,5,5,5,5,,4.740740741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc00.avi               ,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,,4.851851852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc01.avi               ,4,4,5,5,4,4,5,4,3,5,4,5,3,5,4,4,5,4,4,5,3,5,4,4,4,4,5,,4.259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc02.avi               ,2,3,4,3,3,3,2,4,3,4,4,3,3,3,4,3,4,5,4,4,3,5,4,3,3,3,4,,3.444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc03.avi               ,3,3,2,3,2,3,2,4,2,5,2,3,2,2,3,2,1,4,3,4,3,4,3,3,2,3,3,,2.814814815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc04.avi               ,2,3,2,2,1,2,1,3,3,3,2,2,3,2,3,2,2,4,4,3,3,3,2,2,3,2,2,,2.444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc05.avi               ,4,5,4,4,5,4,4,5,4,5,4,4,3,5,4,4,4,4,5,4,4,5,4,5,4,5,5,,4.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc06.avi               ,2,4,3,4,3,2,3,5,3,4,4,4,2,2,3,3,3,4,4,4,3,5,3,3,3,3,3,,3.296296296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc07.avi               ,1,2,2,3,1,2,2,2,2,4,3,2,1,2,2,1,1,3,2,3,2,3,2,1,3,2,2,,2.074074074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc08.avi               ,2,3,2,2,1,1,1,4,3,3,2,2,2,2,3,2,1,3,3,3,2,2,2,2,2,1,2,,2.148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc09.avi               ,4,4,4,5,3,4,4,5,4,5,3,4,4,5,4,4,5,5,4,5,5,5,4,5,5,4,4,,4.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc10.avi               ,3,4,3,3,3,3,3,4,4,4,4,3,3,4,3,3,3,4,4,4,3,4,3,5,3,3,3,,3.444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc11.avi               ,1,2,1,2,1,1,5,1,2,3,1,2,1,1,1,1,1,3,2,3,2,2,2,2,2,2,2,,1.814814815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc12.avi               ,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,,1.222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc13.avi               ,4,4,5,4,4,4,4,5,4,5,4,4,4,5,4,3,5,4,5,5,5,4,5,3,4,4,5,,4.296296296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc14.avi               ,4,4,4,4,3,3,3,3,3,5,4,4,3,4,3,3,3,4,4,4,3,4,4,3,3,3,4,,3.555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc15.avi               ,1,2,2,2,1,1,1,2,2,3,2,2,1,2,2,2,1,3,1,3,2,2,2,2,2,2,2,,1.851851852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc16.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc17.avi               ,2,3,3,3,1,3,3,3,2,3,2,2,2,2,3,3,3,4,4,4,3,3,2,3,3,3,4,,2.814814815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc18.avi               ,2,2,1,2,1,1,2,2,2,3,1,2,2,2,3,2,2,2,2,3,2,3,2,3,2,2,2,,2.037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc19.avi               ,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,1,,1.222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc20.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,1.037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc21.avi               ,3,5,5,5,4,3,4,5,4,5,3,4,3,5,4,4,4,4,5,5,5,5,4,4,5,4,5,,4.296296296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc22.avi               ,3,4,3,4,3,3,2,4,3,4,3,3,2,3,4,3,2,4,4,3,3,4,3,3,4,4,3,,3.259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc22.avi               ,3,4,3,3,3,2,4,5,3,4,5,4,3,4,3,3,3,4,4,4,4,4,3,5,3,3,4,,3.592592593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc23.avi               ,1,1,1,2,1,1,1,2,2,3,2,1,1,1,2,2,1,3,2,3,2,2,2,2,2,2,2,,1.740740741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc23.avi               ,1,2,1,2,1,2,2,3,2,4,2,2,1,1,2,2,1,3,1,3,2,2,2,1,2,2,2,,1.888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc24.avi               ,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,,1.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src11_hrc28.avi               ,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,,1.148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src11_hrc29.avi               ,1,2,1,2,1,1,1,1,2,3,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,1,,1.481481481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc00.avi               ,4,5,4,5,5,4,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,,4.703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc00.avi               ,3,4,5,5,5,4,4,5,5,5,5,5,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,,4.62962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc01.avi               ,4,4,5,4,5,4,3,5,4,5,5,4,5,5,4,4,5,4,5,5,5,5,5,5,4,4,4,,4.481481481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc02.avi               ,2,4,4,4,4,3,3,5,3,5,3,2,3,3,3,2,3,4,5,4,4,4,4,3,4,3,4,,3.518518519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc03.avi               ,2,3,2,3,2,2,2,4,2,3,3,2,2,2,3,2,2,3,3,3,2,3,3,4,2,2,2,,2.518518519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc04.avi               ,2,2,2,2,2,1,1,2,1,3,2,2,1,1,3,1,1,3,3,2,2,2,2,1,2,2,3,,1.888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc05.avi               ,4,4,5,5,4,4,4,5,4,5,4,4,4,4,4,3,5,4,4,4,5,4,5,4,5,4,4,,4.259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc06.avi               ,3,4,4,4,4,3,2,5,3,5,4,3,3,2,3,3,4,4,4,3,3,5,4,3,5,4,4,,3.62962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc07.avi               ,2,2,2,3,1,2,2,2,3,2,3,2,2,1,2,2,3,3,2,2,2,3,1,4,2,2,2,,2.185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc08.avi               ,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,3,1,2,1,2,2,1,2,2,3,,1.62962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc09.avi               ,5,5,5,5,4,4,4,5,4,5,5,4,4,5,3,4,5,5,3,5,5,5,5,4,5,4,4,,4.481481481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc10.avi               ,3,3,5,4,4,3,2,5,3,5,3,3,3,3,3,3,3,4,5,4,3,4,4,2,4,4,5,,3.592592593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc11.avi               ,1,3,1,3,2,2,1,4,2,2,2,2,2,2,3,2,2,3,2,3,2,3,4,3,2,2,1,,2.259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc12.avi               ,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,1.148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc13.avi               ,4,5,5,4,5,4,5,5,4,5,5,3,5,5,4,5,5,5,2,5,5,5,4,4,5,5,4,,4.518518519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc14.avi               ,4,3,3,5,3,3,3,5,3,5,5,4,3,3,3,3,3,4,5,3,3,5,4,4,4,3,4,,3.703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc15.avi               ,2,2,3,3,1,2,2,4,2,2,3,2,2,2,2,1,2,3,3,2,2,3,2,3,2,2,2,,2.259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc16.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,,1.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc17.avi               ,1,2,2,2,1,2,1,4,1,2,2,2,1,2,2,3,2,3,2,4,2,1,3,2,2,3,2,,2.074074074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc18.avi               ,2,2,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,3,2,2,2,2,2,1,1,2,1,,1.703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc19.avi               ,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,,1.148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc20.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc21.avi               ,4,5,5,4,5,4,5,5,4,5,4,4,5,4,3,4,4,5,5,5,4,5,4,4,4,4,5,,4.407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc22.avi               ,3,3,5,4,4,3,3,5,4,4,4,4,4,4,3,3,3,4,3,4,3,4,5,4,5,4,4,,3.814814815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc22.avi               ,4,3,5,4,2,3,3,5,3,4,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,5,4,,3.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc23.avi               ,2,1,3,3,2,2,2,4,2,2,2,2,2,1,2,2,1,3,3,3,2,3,3,2,4,2,2,,2.296296296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc23.avi               ,4,3,3,4,1,2,2,2,2,3,3,2,2,1,3,2,3,4,2,3,2,3,3,2,1,2,3,,2.481481481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc24.avi               ,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,1.074074074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src13_hrc28.avi               ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,,1.259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src13_hrc29.avi               ,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,,1.296296296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src21_hrc25.avi               ,2,1,2,2,1,2,1,1,1,4,2,1,1,2,1,1,3,1,3,1,1,2,3,2,3,2,1,,1.740740741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src21_hrc26.avi               ,2,3,2,3,1,2,3,1,3,1,3,2,2,1,2,2,2,4,2,3,2,3,2,2,2,2,2,,2.185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src21_hrc26.avi               ,1,3,1,3,2,2,2,1,3,2,2,3,1,2,2,2,2,4,3,3,2,3,2,4,1,3,1,,2.222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src21_hrc27.avi               ,4,4,2,4,3,3,3,4,4,4,2,4,3,2,3,2,3,4,3,4,4,2,3,3,4,3,3,,3.222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src22_hrc25.avi               ,1,1,2,2,2,1,1,1,1,3,2,2,1,3,1,1,2,2,1,1,1,2,3,2,3,1,1,,1.62962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src22_hrc26.avi               ,1,2,2,3,1,2,1,2,2,3,3,2,2,2,2,1,3,3,4,2,2,2,3,2,3,2,2,,2.185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src22_hrc27.avi               ,3,3,3,3,3,3,3,4,3,4,3,4,2,3,3,3,3,4,3,4,3,5,3,3,2,3,3,,3.185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src24_hrc25.avi               ,1,2,3,2,2,2,1,1,3,4,1,2,1,2,1,1,2,1,1,1,1,2,3,1,3,2,1,,1.740740741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src24_hrc26.avi               ,3,2,3,3,2,3,2,4,5,2,4,2,2,2,3,3,2,4,4,3,2,2,3,3,2,3,2,,2.777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src24_hrc27.avi               ,3,4,4,4,3,3,2,4,3,4,3,3,2,3,3,3,3,4,4,4,2,5,3,4,3,4,2,,3.296296296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src25_hrc25.avi               ,1,1,3,2,1,1,1,1,2,5,1,1,1,2,1,1,2,1,1,1,1,2,3,1,2,1,1,,1.518518519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src25_hrc26.avi               ,2,2,3,2,2,2,1,2,2,3,2,2,2,4,2,2,3,3,1,2,2,3,2,2,2,2,2,,2.185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src25_hrc27.avi               ,3,3,4,3,3,3,2,4,3,5,3,4,2,4,3,3,4,4,4,3,4,4,4,3,3,3,5,,3.444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src27_hrc25.avi               ,1,1,2,2,1,1,1,1,1,5,1,2,2,2,1,1,2,1,1,1,2,2,3,2,3,2,2,,1.703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src27_hrc26.avi               ,1,3,3,3,2,4,2,4,2,3,4,2,5,2,3,2,3,4,5,4,3,3,4,4,2,3,2,,3.037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src27_hrc27.avi               ,3,4,4,4,2,4,3,3,3,5,4,4,4,3,3,3,4,4,5,5,4,4,4,4,4,3,3,,3.703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src28_hrc25.avi               ,1,2,4,2,2,2,1,2,1,4,2,2,1,3,1,1,4,1,3,1,1,2,2,2,4,4,1,,2.074074074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src28_hrc26.avi               ,1,3,4,4,3,4,2,4,3,3,4,3,2,3,3,2,3,3,3,3,3,5,3,4,3,3,4,,3.148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src28_hrc27.avi               ,3,4,4,4,3,4,5,5,3,4,4,4,3,4,5,3,2,4,4,3,4,3,3,3,3,5,3,,3.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src29_hrc25.avi               ,1,1,4,2,2,2,1,1,2,5,2,2,2,3,1,1,3,1,2,1,2,2,3,1,5,2,1,,2.037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src29_hrc26.avi               ,2,4,4,5,4,3,4,4,3,4,4,4,3,4,3,4,5,4,5,3,4,5,4,5,4,4,2,,3.851851852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src29_hrc27.avi               ,4,5,3,4,4,4,3,5,4,5,4,4,3,3,3,4,5,5,4,5,4,4,5,5,4,5,5,,4.185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src31_hrc25.avi               ,1,1,3,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,3,1,2,2,1,,1.518518519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src31_hrc26.avi               ,1,3,3,3,3,3,2,3,4,4,5,2,2,2,3,2,3,4,4,4,3,3,3,1,3,3,1,,2.851851852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src31_hrc27.avi               ,4,3,3,4,3,3,4,5,3,5,3,4,2,4,3,3,2,4,4,4,3,3,4,2,3,4,3,,3.407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src33_hrc25.avi               ,1,2,3,2,2,2,1,1,1,4,2,2,1,3,1,1,3,2,1,1,1,2,3,1,3,1,1,,1.777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,src33_hrc26.avi               ,1,3,3,3,2,3,3,5,2,4,2,3,2,3,3,2,3,4,4,2,3,4,3,3,4,2,2,,2.888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,src33_hrc27.avi               ,1,2,4,3,2,3,3,3,3,3,4,3,4,2,3,2,5,4,3,3,4,5,3,5,3,3,3,,3.185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
